Annual Income,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
-0.8171390208250208,13.0,-0.22624833853324994,-0.0434971798909265,-0.684793956041715,-0.8637333292959102,-0.6009764301419844,-0.45408498379277096,1
-0.6936922260031654,11.0,-0.19796611186874355,-0.0434137964947553,-0.480822370641852,-0.5753921539204875,-0.13639507297799336,-0.14557150697383797,1
-0.370495414586112,12.0,-0.466647265181555,-0.055284894411424174,-0.7341829215272605,-0.9153909362698244,0.08471808742332003,-0.26897689770141114,1
-0.30791135793969376,24.0,0.6787829147309581,0.06665106022482757,0.77472260488775,0.5188318293166756,0.6837658287158179,0.22464466520888166,0
0.9822810643618167,7.0,2.1918820412820548,0.010584309884588855,1.2532387337219688,1.6617563836145264,1.2421374888094425,0.08067170936004625,0
2.31822972840687,8.0,-0.4949294918460614,-0.001101627843523365,1.1963445823047962,0.8791677770284062,1.9798536887344629,0.20407710008761945,0
-0.812771496346412,12.0,-0.7777517584911263,-0.03902145347879538,-0.9610332188799865,-0.5720126843053716,-0.2253109694829685,0.16294196984509504,0
-0.19507507846881153,7.0,-1.4282429717747758,-0.03847700895085395,-0.1035052004986039,-0.2454110850731012,-1.1190922164871373,-0.022166116246264755,0
-0.3782798846862207,14.0,-0.32523613185902256,-0.024954184054146546,-0.19853053850388133,-0.29441339449228143,-0.34582646625814273,-0.45408498379277096,0
-0.6400744401981264,6.0,-0.5514939451750744,-0.01453616443840243,-0.4788855484659483,-0.5764784120110604,-1.3488616503667232,0.3480500559364548,0
0.05292323795478272,18.0,-0.5514939451750744,0.0057934432839871295,0.6997917969574738,0.41020602025937947,0.42180850413547055,3.4331848241257847,1
-0.19507507846881153,21.0,-0.25453056519775635,-0.015459512928357151,-0.8049979823337412,-0.03733231305668061,0.6988932969302749,-0.022166116246264755,0
-0.19212057661563497,5.0,-0.7918928718233798,-0.00901201444205977,-1.032211433844449,0.5010896138373172,-0.9005003007882334,-0.26897689770141114,1
0.028876162001971763,8.0,0.3818195347536397,-0.03512082725496275,-0.5165325295100773,-0.16219164580087267,-0.42457334246339956,0.26577979545140606,0
-0.5835021525399109,6.0,0.7212062547277174,-0.04091474706244756,0.028319758848844676,-0.5497443934486259,-0.7756146465288827,-1.3179227188857834,0
-0.19507507846881153,9.0,-0.056554978546211096,-0.023893498205792185,0.6823603973743402,0.2571643248319889,-0.09126479280486327,-0.022166116246264755,0
-0.6669989440427267,8.0,-0.862598438484646,-0.00659880085875181,-0.6508995679633995,-0.4338165161158115,-0.8350319800156666,0.16294196984509504,0
-0.19507507846881153,7.0,-0.04241386521395765,-0.050318677433580046,-0.9842750849908315,-0.7907729942124263,-0.0029371867304503543,-0.022166116246264755,0
0.032370181584858826,12.0,0.3676784214213863,-0.016216094625969454,-0.5142325531761915,0.6555193057137733,0.2870059540466425,-0.022166116246264755,0
-0.2434518348995199,17.0,0.14142060810533463,-0.03961494706330811,-0.5839581515087264,-0.4982074818181087,0.693598683055215,-0.20727420233762456,0
-0.19507507846881153,21.0,2.220164267946562,0.07332050569211009,0.33615343343154597,0.3694713418628934,0.8784899612319118,-0.022166116246264755,0
0.03863886377768561,8.0,-0.7777517584911263,-0.035281462915233756,-0.23109336133626304,-0.4133586554100207,0.05765672761745803,-0.7214633303691795,0
-0.35520907891098114,15.0,-0.410082811852542,-0.024789869714632692,-0.26111410506277105,-0.05247957865300357,-0.680731804228205,0.08067170936004625,0
-0.19507507846881153,14.0,-0.5373528318428212,-0.018251630473678403,0.2809540014182893,-0.1973139907293984,0.510808442130526,-0.022166116246264755,0
0.8854761688594751,14.0,-0.2828127918622627,0.07821928021716867,1.7483389024373632,3.644358441925276,3.1792938351607436,0.16294196984509504,1
-0.5924427320608278,18.0,-0.33937724519127577,-0.00829099331046166,0.7348966988957293,0.07213836340439449,0.0008446803231638998,-0.35124715818645996,1
-1.2071589567647891,8.0,0.565654008072932,-0.0001451712403830155,-0.4032284322197083,0.13749489185386768,-0.8369649342875138,0.20407710008761945,0
-0.19507507846881153,7.0,-0.7353284184943667,-0.045650433474406574,-1.1067790876167432,-0.514742743863497,-1.0056362048787095,-0.022166116246264755,0
-0.7564047392518957,7.0,1.1595807680275683,-0.04170566309965977,-0.24307744854966745,-0.32259575717547995,-0.2494308771360194,-0.8448687210967528,1
-0.9594432448662814,9.0,-0.6787639651653538,-0.007155507650836065,-1.1274788746217146,-0.2711191932166613,-0.89697055820486,0.28634736057266824,0
-0.7750052552666767,9.0,0.1555617214375876,-0.015048727079572515,-0.7527037835843401,-0.40056494900993916,-0.8308299055116508,-0.10443637673131356,0
1.4122510036206246,26.0,1.202004108024328,-0.03393016140669444,2.446079091306687,-0.08935200606078575,-0.1341259527458248,-0.556922809399082,0
-0.6995755383890561,10.0,2.4605631945948674,0.024001679309667966,0.6412029261363856,1.1097562305883666,-0.13841206873992098,0.14237440472383284,0
0.5822415134417104,15.0,-0.32523613185902256,-0.0071775797262931505,2.030993888733316,0.06477594745717775,1.1607012849216156,3.4331848241257847,1
-0.48130207974046424,9.0,0.6363595747341982,-0.03892703404489563,-0.47840134292197234,-0.2480060349561366,-0.4810492237973724,-0.22784176745888676,0
-0.19507507846881153,12.0,-0.5656350585073276,-0.026380285373957094,1.1360609920797922,0.06477594745717775,0.20363679588696823,-0.022166116246264755,0
0.04619211199363265,7.0,0.4949484414116658,-0.046560293473804186,-0.9632121438278782,-0.6668188765437116,-1.2355737217384564,-0.10443637673131356,0
-0.7703808175834439,15.0,-0.1555427718719837,-0.041412594986646255,-0.7096094901704818,-0.642981546222805,-0.513321155988214,-1.482463239855881,1
-0.19507507846881153,13.0,9.47478280218626e-06,0.029401980438168093,0.8005065501044686,2.364625715886931,0.8887430230217105,-0.022166116246264755,0
-0.5511053974368183,9.0,-0.3818005851880356,-0.020189068208244752,0.6028296367762928,0.3074339353568376,-0.19396349368301036,-0.8037335908542284,0
-0.19507507846881153,10.0,1.1878629946920747,-0.029025255749564445,0.6755815197586771,0.2516123390357271,0.17044040730524312,-0.022166116246264755,1
-0.9665597406343676,3.0,-1.0322917984716848,-0.04969452818871026,-1.4012971097401064,-0.6600599373134799,-0.9710111109656191,-1.5441659352196675,1
-0.6505564989467876,18.0,-1.4565251984392822,-0.03609199857507449,-0.8486975326775694,-0.38167612776830934,-0.6019849280229482,-0.31011202794393555,0
-0.49391651808750503,10.0,0.5515128947406785,-0.047175859133774,-0.6759572048641542,-0.7637372372914992,-0.8381415151486383,3.4331848241257847,1
-0.6049800964464813,5.0,0.8767585013825033,-0.034513845179892914,-0.15858358112586662,-0.236660672676819,-1.0984180099273793,-0.10443637673131356,0
-0.45139738272222496,6.0,-0.25453056519775635,-0.055284894411424174,-1.455528130665411,-0.9153909362698244,-1.1007711716496282,0.3069149256939305,0
0.2193002292693167,14.0,0.07071504144406841,-0.03260951555851219,-0.07057922350824025,-0.9019937531527578,0.6633437466263009,0.24521223033014386,0
-0.19507507846881153,10.0,-0.7494695318266199,-0.04043406630804882,-1.3379872348652526,-0.6084023303395658,-1.2114538140854054,-0.022166116246264755,0
-0.4705887991076414,6.0,-1.145420705129711,-0.026735891034099016,-0.632136603134332,0.26199213856786874,-0.010500920837678862,3.4331848241257847,1
-0.7497249959316704,3.0,-0.3676594718557824,-0.05035301177317996,-1.093463435157405,-0.8648799350581816,-1.2645680358161655,-0.18670663721636235,0
-0.19507507846881153,7.0,3.5494289211783667,-0.04973867233962442,-0.511690474070318,-0.7339254874724414,-0.36002947808171626,-0.022166116246264755,1
-0.19507507846881153,6.0,-1.1171384784652043,-0.016618296889854115,-0.46859618065645964,-0.1999089406124338,-0.7223323418179618,-0.022166116246264755,0
-0.25516707703037655,19.0,-0.466647265181555,-0.02699339858109834,1.2956067188198632,-0.13431102147616666,1.1113689302444696,-1.3179227188857834,1
-0.7579462184796399,11.0,0.6363595747341982,-0.04318817083452731,-0.6160367687971321,-0.5581930674864155,0.06673320854613224,-0.022166116246264755,1
1.3757693285640098,14.0,-0.7211873051621135,-0.015264542928486235,-0.2732192436621695,0.23682715946959512,0.07059911708982682,3.4331848241257847,1
-0.37735499714957416,14.0,2.799949914568945,-0.029656762352919933,-1.4650911901589359,0.15294389580868312,-0.5807224310326281,0.10123927448130844,1
0.6933050918006867,7.0,-0.18382499853649012,-0.03694054725375798,0.2422175579002144,-0.2770936127148126,0.005887169727982905,-0.6186255047628686,0
